d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total_Cases
4548,Oromia,East Wellega,Diga,1/1/18,9
4549,Oromia,East Wellega,Ebantu,1/1/18,14
4550,Oromia,East Wellega,Gida Ayana,1/1/18,14
4551,Oromia,East Wellega,Gobu Seyo,1/1/18,20
4552,Oromia,East Wellega,Gudeyabila,1/1/18,5
4553,Oromia,East Wellega,Guto Gida,1/1/18,4
4554,Oromia,East Wellega,Haro Limu,1/1/18,19
4555,Oromia,East Wellega,Jimma Arjo,1/1/18,10
4556,Oromia,East Wellega,Kiremu,1/1/18,4
4557,Oromia,East Wellega,Leqa Dulecha,1/1/18,0
4558,Oromia,East Wellega,Limu,1/1/18,12
4559,Oromia,East Wellega,Nunu Qumba,1/1/18,8
4560,Oromia,East Wellega,Sasiga,1/1/18,3
4561,Oromia,East Wellega,Sibu Sire,1/1/18,5
4562,Oromia,East Wellega,Wama Hagelo,1/1/18,9
4563,Oromia,East Wellega,Wayu Tuqa,1/1/18,0
4564,Oromia,Finfine Zuria,Akaki,1/1/18,2
4565,Oromia,Finfine Zuria,Berreh,1/1/18,0
4566,Oromia,Finfine Zuria,Mullo,1/1/18,0
4567,Oromia,Finfine Zuria,Sandefa,1/1/18,4
4568,Oromia,Finfine Zuria,Sebeta Awas,1/1/18,10
4569,Oromia,Finfine Zuria,Sululta Town,1/1/18,1
4570,Oromia,Finfine Zuria,Walmera,1/1/18,4
4571,Oromia,Gelan Town,Gelan Town,1/1/18,0
4572,Oromia,Guji,Adola Hospital,1/1/18,14
4573,Oromia,Guji,Adola Reda,1/1/18,44
4574,Oromia,Guji,Adola Town,1/1/18,3
4575,Oromia,Guji,Aga Wayyu,1/1/18,9
4576,Oromia,Guji,Anna Sora,1/1/18,30
4577,Oromia,Guji,Bore,1/1/18,11
4578,Oromia,Guji,Dima,1/1/18,27
4579,Oromia,Guji,Girja,1/1/18,52
4580,Oromia,Guji,Goro Dola,1/1/18,56
4581,Oromia,Guji,Gumi Eldallo,1/1/18,18
4582,Oromia,Guji,Hambela Wamena,1/1/18,45
4583,Oromia,Guji,Liben,1/1/18,70
4584,Oromia,Guji,Negele Hospital,1/1/18,14
4585,Oromia,Guji,Negele Town,1/1/18,4
4586,Oromia,Guji,Odo Shakiso,1/1/18,17
4587,Oromia,Guji,Saba Boru,1/1/18,10
4588,Oromia,Guji,Shakiso town,1/1/18,2
4589,Oromia,Guji,Uraga,1/1/18,10
4590,Oromia,Guji,Wadara,1/1/18,34
4591,Oromia,Holeta town,Holeta town,1/1/18,1
4592,Oromia,Horo Gudru Wellega,Abay Chomen,1/1/18,4
4593,Oromia,Horo Gudru Wellega,Abe Dengoro,1/1/18,6
4594,Oromia,Horo Gudru Wellega,Amuru,1/1/18,1
4595,Oromia,Horo Gudru Wellega,Chomen Guduru,1/1/18,0
4596,Oromia,Horo Gudru Wellega,Gudru,1/1/18,1
4597,Oromia,Horo Gudru Wellega,Hababo Guduru,1/1/18,1
4598,Oromia,Horo Gudru Wellega,Horo,1/1/18,4
4599,Oromia,Horo Gudru Wellega,Horro Buluk,1/1/18,4
4600,Oromia,Horo Gudru Wellega,Jarte Jardga,1/1/18,6
4601,Oromia,Horo Gudru Wellega,Jima Geneti,1/1/18,2
4602,Oromia,Horo Gudru Wellega,Jima Rare,1/1/18,5
4603,Oromia,Horo Gudru Wellega,Shambu Hospital,1/1/18,19
4604,Oromia,Horo Gudru Wellega,Shambu Town,1/1/18,0
4605,Oromia,Ilu Aba Bora,Ale,1/1/18,3
4606,Oromia,Ilu Aba Bora,Algesachi,1/1/18,9
4607,Oromia,Ilu Aba Bora,Becho,1/1/18,0
4608,Oromia,Ilu Aba Bora,Bilonopa,1/1/18,0
4609,Oromia,Ilu Aba Bora,Bure,1/1/18,2
4610,Oromia,Ilu Aba Bora,Darimu,1/1/18,14
4611,Oromia,Ilu Aba Bora,Didu,1/1/18,2
4612,Oromia,Ilu Aba Bora,Doreni,1/1/18,0
4613,Oromia,Ilu Aba Bora,Halu,1/1/18,3
4614,Oromia,Ilu Aba Bora,Hurumu,1/1/18,2
4615,Oromia,Ilu Aba Bora,Metu Rural,1/1/18,0
4616,Oromia,Ilu Aba Bora,Metu Town,1/1/18,2
4617,Oromia,Ilu Aba Bora,Nono Sele,1/1/18,0
4618,Oromia,Ilu Aba Bora,Yayu,1/1/18,0
4619,Oromia,Jimma,Agaro,1/1/18,15
4620,Oromia,Jimma,B/Tolyi,1/1/18,22
4621,Oromia,Jimma,Chora Boter,1/1/18,7
4622,Oromia,Jimma,Dedo,1/1/18,32
4623,Oromia,Jimma,Gera,1/1/18,15
4624,Oromia,Jimma,Gomma,1/1/18,19
4625,Oromia,Jimma,Guma,1/1/18,31
4626,Oromia,Jimma,Kersa,1/1/18,52
4627,Oromia,Jimma,Limu Hospital,1/1/18,10
4628,Oromia,Jimma,Limu Kosa,1/1/18,4
4629,Oromia,Jimma,Limu Seka,1/1/18,23
4630,Oromia,Jimma,Mana,1/1/18,19
4631,Oromia,Jimma,Mancho,1/1/18,47
4632,Oromia,Jimma,Nono Benja,1/1/18,3
4633,Oromia,Jimma,O/Beyam,1/1/18,37
4634,Oromia,Jimma,Omonada,1/1/18,42
4635,Oromia,Jimma,Seka Chekorsa,1/1/18,31
4636,Oromia,Jimma,Sekoru,1/1/18,29
4637,Oromia,Jimma,Setema,1/1/18,43
4638,Oromia,Jimma,Shabe,1/1/18,16
4639,Oromia,Jimma,Sigmo,1/1/18,21
4640,Oromia,Jimma,Tiro Afeta,1/1/18,23
4641,Oromia,Jimma Spe Town,Jimma Spe Town,1/1/18,69
4642,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,1/1/18,1
4643,Oromia,Modjo town,Modjo town,1/1/18,0
4644,Oromia,Nekemte Town,Nekemte Town,1/1/18,14
4645,Oromia,North Shewa,Abichugna,1/1/18,7
4646,Oromia,North Shewa,Aleiltu,1/1/18,0
4647,Oromia,North Shewa,Debre Libanos,1/1/18,2
4648,Oromia,North Shewa,Degem,1/1/18,11
4649,Oromia,North Shewa,Dera,1/1/18,32
4650,Oromia,North Shewa,Dera hospital,1/1/18,5
4651,Oromia,North Shewa,Fiche Hospital,1/1/18,8
4652,Oromia,North Shewa,Fichetown,1/1/18,0
4653,Oromia,North Shewa,Girar Jarso,1/1/18,14
4654,Oromia,North Shewa,Hidabu Abote,1/1/18,4
4655,Oromia,North Shewa,Jido,1/1/18,9
4656,Oromia,North Shewa,Kimbibit,1/1/18,3
4657,Oromia,North Shewa,Kuyu,1/1/18,10
4658,Oromia,North Shewa,Kuyu Hospital,1/1/18,8
4659,Oromia,North Shewa,Were Jarso,1/1/18,14
4660,Oromia,North Shewa,Wuchale,1/1/18,27
4661,Oromia,North Shewa,Yaya Gulele,1/1/18,0
4662,Oromia,Qeleme Wellega,Anfilo,1/1/18,33
4663,Oromia,Qeleme Wellega,Dale Sedi,1/1/18,4
4664,Oromia,Qeleme Wellega,Dale Wabera,1/1/18,5
4665,Oromia,Qeleme Wellega,Dambi Dollo,1/1/18,0
4666,Oromia,Qeleme Wellega,Dambi Dolo Hospital,1/1/18,60
4667,Oromia,Qeleme Wellega,Gawo Qebe,1/1/18,29
4668,Oromia,Qeleme Wellega,Gidami,1/1/18,15
4669,Oromia,Qeleme Wellega,Hawa Gelan,1/1/18,18
4670,Oromia,Qeleme Wellega,Jimma Horo,1/1/18,0
4671,Oromia,Qeleme Wellega,Laloqile,1/1/18,7
4672,Oromia,Qeleme Wellega,Sedan Chanka,1/1/18,14
4673,Oromia,Qeleme Wellega,Seyo,1/1/18,4
4674,Oromia,Qeleme Wellega,Yemalogi Wolel,1/1/18,24
4675,Oromia,Robe town,Robe town,1/1/18,9
4676,Oromia,Sebeta Town,Sebeta Town,1/1/18,8
4677,Oromia,Shashamane Town,Shashamane Town,1/1/18,34
4678,Oromia,South West Shewa,Ameya,1/1/18,7
4679,Oromia,South West Shewa,Becho,1/1/18,1
4680,Oromia,South West Shewa,Dawo,1/1/18,3
4681,Oromia,South West Shewa,Goro,1/1/18,2
4682,Oromia,South West Shewa,Ilu,1/1/18,0
4683,Oromia,South West Shewa,Kersana Malima,1/1/18,6
4684,Oromia,South West Shewa,Seden Sodo,1/1/18,7
4685,Oromia,South West Shewa,Sodo Dac'Ha,1/1/18,2
4686,Oromia,South West Shewa,St.Luke Hospital,1/1/18,27
4687,Oromia,South West Shewa,Tole,1/1/18,0
4688,Oromia,South West Shewa,Tulu Bolo Hospital,1/1/18,6
4689,Oromia,South West Shewa,Woliso Rural,1/1/18,7
4690,Oromia,South West Shewa,Wonchi,1/1/18,3
4691,Oromia,Sululta Town,Sululta Town,1/1/18,0
4692,Oromia,West Arsi,Adaba,1/1/18,11
4693,Oromia,West Arsi,Arsi Negele Rural,1/1/18,36
4694,Oromia,West Arsi,Arsi Negele Town,1/1/18,16
4695,Oromia,West Arsi,Bishan Guracha Town,1/1/18,0
4696,Oromia,West Arsi,Dodola Rural,1/1/18,2
4697,Oromia,West Arsi,Dodola Town,1/1/18,4
4698,Oromia,West Arsi,Gambo Hospital,1/1/18,14
4699,Oromia,West Arsi,Gedeb Asasa,1/1/18,8
4700,Oromia,West Arsi,Hebal Arsi,1/1/18,15
4701,Oromia,West Arsi,Kofele,1/1/18,7
4702,Oromia,West Arsi,Kokosa,1/1/18,12
4703,Oromia,West Arsi,Kore,1/1/18,1
4704,Oromia,West Arsi,Nensebo,1/1/18,4
4705,Oromia,West Arsi,Shala,1/1/18,258
4706,Oromia,West Arsi,Shashemene Rural,1/1/18,204
4707,Oromia,West Arsi,Siraro,1/1/18,289
4708,Oromia,West Arsi,Wondo,1/1/18,51
4709,Oromia,west Guji,Abaya,1/1/18,46
4710,Oromia,west Guji,Biebirsa kojowa,1/1/18,14
4711,Oromia,west Guji,Bule Hora,1/1/18,47
4712,Oromia,west Guji,Bule Hora hospital,1/1/18,5
4713,Oromia,west Guji,Bule Hora Toun,1/1/18,0
4714,Oromia,west Guji,Dugda Dawa,1/1/18,35
4715,Oromia,west Guji,Gelana,1/1/18,38
4716,Oromia,west Guji,Hanbala,1/1/18,25
4717,Oromia,west Guji,kercha,1/1/18,23
4718,Oromia,west Guji,Kercha hospital,1/1/18,2
4719,Oromia,west Guji,Mkelka Soda,1/1/18,30
4720,Oromia,west Guji,Suro barguda,1/1/18,2
4721,Oromia,West Hararge,Anchar,1/1/18,36
4722,Oromia,West Hararge,Bedesa Town,1/1/18,6
4723,Oromia,West Hararge,Boke,1/1/18,64
4724,Oromia,West Hararge,Burka Dimtu,1/1/18,40
4725,Oromia,West Hararge,Chiro Hospital,1/1/18,12
4726,Oromia,West Hararge,Chiro Town,1/1/18,3
4727,Oromia,West Hararge,Chiro Zuriya,1/1/18,232
4728,Oromia,West Hararge,Daro Lebu,1/1/18,22
4729,Oromia,West Hararge,Doba,1/1/18,102
4730,Oromia,West Hararge,Gelemso Hospital,1/1/18,7
4731,Oromia,West Hararge,Gemechis,1/1/18,176
4732,Oromia,West Hararge,Guba Qoricha,1/1/18,22
4733,Oromia,West Hararge,Habro,1/1/18,69
4734,Oromia,West Hararge,Hawi gudina,1/1/18,52
4735,Oromia,West Hararge,Meiso,1/1/18,51
4736,Oromia,West Hararge,Mesela,1/1/18,97
4737,Oromia,West Hararge,Oda Bultum,1/1/18,129
4738,Oromia,West Hararge,Tulo,1/1/18,89
4739,Oromia,West Hararge,West Harerge	Gumbi Bordede,1/1/18,33
4740,Oromia,West Shewa,Abuna Gindeberet,1/1/18,10
4741,Oromia,West Shewa,Adea Berga,1/1/18,5
4742,Oromia,West Shewa,Ambo,1/1/18,7
4743,Oromia,West Shewa,Ambo Hospital,1/1/18,11
4744,Oromia,West Shewa,Bako Tibe,1/1/18,1
4745,Oromia,West Shewa,Chelia,1/1/18,13
4746,Oromia,West Shewa,Codi,1/1/18,27
4747,Oromia,West Shewa,Dano,1/1/18,1
4748,Oromia,West Shewa,Dendi,1/1/18,3
4749,Oromia,West Shewa,Ejerie,1/1/18,6
4750,Oromia,West Shewa,Ejersa Lafo,1/1/18,4
4751,Oromia,West Shewa,Elifata,1/1/18,2
4752,Oromia,West Shewa,Gedo Hospital,1/1/18,8
4753,Oromia,West Shewa,Ginde Beret,1/1/18,5
4754,Oromia,West Shewa,Gindeberet Hospital,1/1/18,1
4755,Oromia,West Shewa,Gojo Hospital,1/1/18,1
4756,Oromia,West Shewa,Guder Hosp,1/1/18,2
4757,Oromia,West Shewa,Ilu Galan,1/1/18,7
4758,Oromia,West Shewa,Inchini Hospital,1/1/18,3
4759,Oromia,West Shewa,Jeldu,1/1/18,3
4760,Oromia,West Shewa,Jibat,1/1/18,15
4761,Oromia,West Shewa,Liban Jawi,1/1/18,8
4762,Oromia,West Shewa,Meta Waliqite,1/1/18,2
4763,Oromia,West Shewa,Metarobi,1/1/18,8
4764,Oromia,West Shewa,Midakegni,1/1/18,9
4765,Oromia,West Shewa,Nono,1/1/18,21
4766,Oromia,West Shewa,Tibe Kutaye,1/1/18,0
4767,Oromia,West Shewa,Tikur Enchini,1/1/18,4
4768,Oromia,West Wellega,Ayira,1/1/18,0
4769,Oromia,West Wellega,Ayira Hospital,1/1/18,1
4770,Oromia,West Wellega,Babo Gembel,1/1/18,1
4771,Oromia,West Wellega,Begi,1/1/18,2
4772,Oromia,West Wellega,Begi hospital,1/1/18,2
4773,Oromia,West Wellega,Boji Cheqorsa,1/1/18,0
4774,Oromia,West Wellega,Boji Dermeji,1/1/18,0
4775,Oromia,West Wellega,Genji,1/1/18,0
4776,Oromia,West Wellega,Gimbi,1/1/18,0
4777,Oromia,West Wellega,Gimbi Adventist hospital,1/1/18,0
4778,Oromia,West Wellega,Gimbi public  Hospital,1/1/18,3
4779,Oromia,West Wellega,Gimbi Rural,1/1/18,1
4780,Oromia,West Wellega,Guliso,1/1/18,0
4781,Oromia,West Wellega,Haru,1/1/18,0
4782,Oromia,West Wellega,Homa,1/1/18,0
4783,Oromia,West Wellega,Jarso,1/1/18,0
4784,Oromia,West Wellega,Kundala,1/1/18,10
4785,Oromia,West Wellega,Lalo Asabi,1/1/18,1
4786,Oromia,West Wellega,Lata Sibu,1/1/18,0
4787,Oromia,West Wellega,Mendi Hospital,1/1/18,1
4788,Oromia,West Wellega,Mendi Town,1/1/18,0
4789,Oromia,West Wellega,Mene Sibu,1/1/18,2
4790,Oromia,West Wellega,Nejo Hospital,1/1/18,3
4791,Oromia,West Wellega,Nejo Rural,1/1/18,0
4792,Oromia,West Wellega,Nejo Town,1/1/18,4
4793,Oromia,West Wellega,Nole Kaba,1/1/18,1
4794,Oromia,West Wellega,Qiltu Kara,1/1/18,0
4795,Oromia,West Wellega,Seyo Nole,1/1/18,0
4796,Oromia,West Wellega,Yubdo,1/1/18,0
4797,Oromia,Woliso town,Woliso town,1/1/18,4
4798,Oromia,Adama Special Town,Adama Town,2/1/18,26
4799,Oromia,Ambo town,Ambo town,2/1/18,2
4800,Oromia,Arsi,Aseko,2/1/18,19
4801,Oromia,Arsi,Bekoji Town,2/1/18,6
4802,Oromia,Arsi,Digeluna Tijo,2/1/18,11
4803,Oromia,Arsi,Dodota,2/1/18,12
4804,Oromia,Arsi,Enkelo Wabe,2/1/18,1
4805,Oromia,Arsi,Gololcha,2/1/18,24
4806,Oromia,Arsi,Hitosa,2/1/18,0
4807,Oromia,Arsi,Jeju,2/1/18,14
4808,Oromia,Arsi,Limuna Bilbilo,2/1/18,4
4809,Oromia,Arsi,Seru,2/1/18,4
4810,Oromia,Arsi,Shenan kolu,2/1/18,44
4811,Oromia,Arsi,Tena,2/1/18,10
4812,Oromia,Arsi,Tiyo,2/1/18,3
4813,Oromia,Arsi,Zeway Dugda,2/1/18,0
4814,Oromia,Assela Town,Assela Town,2/1/18,20
4815,Oromia,Bale,Agarfa,2/1/18,28
4816,Oromia,Bale,Arena Buluq,2/1/18,26
4817,Oromia,Bale,Berbere,2/1/18,64
4818,Oromia,Bale,Dawe Qachen,2/1/18,13
4819,Oromia,Bale,Dawe Serar,2/1/18,30
4820,Oromia,Bale,Delo Mena,2/1/18,68
4821,Oromia,Bale,Dinsho,2/1/18,2
4822,Oromia,Bale,Gasera,2/1/18,12
4823,Oromia,Bale,Ginir,2/1/18,45
4824,Oromia,Bale,Ginir Town,2/1/18,2
4825,Oromia,Bale,Goba,2/1/18,12
4826,Oromia,Bale,Goba Town,2/1/18,14
4827,Oromia,Bale,Gololcha,2/1/18,19
4828,Oromia,Bale,Goro,2/1/18,32
4829,Oromia,Bale,Gura Dhamole,2/1/18,11
4830,Oromia,Bale,Legehida,2/1/18,16
4831,Oromia,Bale,Meda Welabu,2/1/18,58
4832,Oromia,Bale,Raitu,2/1/18,28
4833,Oromia,Bale,Seweyna,2/1/18,56
4834,Oromia,Bale,Sinana,2/1/18,14
4835,Oromia,Bishoftu Town,Bishoftu Town,2/1/18,0
4836,Oromia,Borena,Arero,2/1/18,3
4837,Oromia,Borena,Dhas,2/1/18,3
4838,Oromia,Borena,Dilo,2/1/18,1
4839,Oromia,Borena,Dire,2/1/18,9
4840,Oromia,Borena,Dubluk,2/1/18,6
4841,Oromia,Borena,El way,2/1/18,4
4842,Oromia,Borena,Gomole,2/1/18,4
4843,Oromia,Borena,Guchi,2/1/18,3
4844,Oromia,Borena,Meyo,2/1/18,3
4845,Oromia,Borena,Moyale,2/1/18,21
4846,Oromia,Borena,Moyale Hospital,2/1/18,3
4847,Oromia,Borena,Teltele,2/1/18,10
4848,Oromia,Borena,Wachile,2/1/18,4
4849,Oromia,Borena,Yabelo,2/1/18,0
4850,Oromia,Borena,Yabelo Hospital,2/1/18,7
4851,Oromia,Borena,Yabelo Rural,2/1/18,2
4852,Oromia,Buno Bedele,Bedele Hospital,2/1/18,1
4853,Oromia,Buno Bedele,Bedele Town,2/1/18,0
4854,Oromia,Buno Bedele,Bedele Zuriya,2/1/18,0
4855,Oromia,Buno Bedele,Boricha,2/1/18,14
4856,Oromia,Buno Bedele,Chewaqa,2/1/18,11
4857,Oromia,Buno Bedele,Chora,2/1/18,1
4858,Oromia,Buno Bedele,Dapho Hana,2/1/18,0
4859,Oromia,Buno Bedele,Dedesa,2/1/18,4
4860,Oromia,Buno Bedele,Diga,2/1/18,0
4861,Oromia,Buno Bedele,Gechi,2/1/18,1
4862,Oromia,Buno Bedele,Meko,2/1/18,0
4863,Oromia,Burayu Town,Burayu Town,2/1/18,1
4864,Oromia,Dukem Town,Dukem Town,2/1/18,0
4865,Oromia,East Hararge,Aweday Town,2/1/18,7
4866,Oromia,East Hararge,Babile,2/1/18,14
4867,Oromia,East Hararge,Babile Woreda,2/1/18,22
4868,Oromia,East Hararge,Bedeno,2/1/18,123
4869,Oromia,East Hararge,Bisidimo Hospital,2/1/18,27
4870,Oromia,East Hararge,Chelenko Hospital,2/1/18,2
4871,Oromia,East Hararge,Chinakesen,2/1/18,94
4872,Oromia,East Hararge,Deder,2/1/18,53
4873,Oromia,East Hararge,Deder Hospital,2/1/18,15
4874,Oromia,East Hararge,Deder Town,2/1/18,2
4875,Oromia,East Hararge,Fedis,2/1/18,166
4876,Oromia,East Hararge,Garemuleta Hospital,2/1/18,12
4877,Oromia,East Hararge,Girawa,2/1/18,147
4878,Oromia,East Hararge,Gole Oda,2/1/18,107
4879,Oromia,East Hararge,Goro Gutu,2/1/18,52
4880,Oromia,East Hararge,Goro Muti,2/1/18,19
4881,Oromia,East Hararge,Gursum,2/1/18,139
4882,Oromia,East Hararge,Haromaya Hospital,2/1/18,23
4883,Oromia,East Hararge,Haromaya Rural,2/1/18,68
4884,Oromia,East Hararge,Haromaya Town,2/1/18,2
4885,Oromia,East Hararge,Jarso,2/1/18,90
4886,Oromia,East Hararge,Kersa EH,2/1/18,35
4887,Oromia,East Hararge,Kombolicha,2/1/18,50
4888,Oromia,East Hararge,Kumbi,2/1/18,59
4889,Oromia,East Hararge,Kurfa Chele,2/1/18,7
4890,Oromia,East Hararge,Melka Belo,2/1/18,65
4891,Oromia,East Hararge,Meta,2/1/18,35
4892,Oromia,East Hararge,Meyu Muleke,2/1/18,28
4893,Oromia,East Hararge,Midega Tole,2/1/18,109
4894,Oromia,East Shewa,Adama,2/1/18,37
4895,Oromia,East Shewa,Adami Tulu Jido Kombolcha,2/1/18,95
4896,Oromia,East Shewa,Adea,2/1/18,2
4897,Oromia,East Shewa,Batu,2/1/18,13
4898,Oromia,East Shewa,Bora,2/1/18,10
4899,Oromia,East Shewa,Boset,2/1/18,17
4900,Oromia,East Shewa,Dugda,2/1/18,38
4901,Oromia,East Shewa,Fentale,2/1/18,28
4902,Oromia,East Shewa,Gimbichu,2/1/18,0
4903,Oromia,East Shewa,Liben,2/1/18,5
4904,Oromia,East Shewa,Lomme,2/1/18,5
4905,Oromia,East Shewa,Matahara,2/1/18,0
4906,Oromia,East Shewa,Olanciti Hospital,2/1/18,3
4907,Oromia,East Wellega,Boneya Bushe,2/1/18,2
4908,Oromia,East Wellega,Diga,2/1/18,8
4909,Oromia,East Wellega,Ebantu,2/1/18,0
4910,Oromia,East Wellega,Gida Ayana,2/1/18,10
4911,Oromia,East Wellega,Gobu Seyo,2/1/18,13
4912,Oromia,East Wellega,Gudeyabila,2/1/18,2
4913,Oromia,East Wellega,Guto Gida,2/1/18,0
4914,Oromia,East Wellega,Haro Limu,2/1/18,10
4915,Oromia,East Wellega,Jimma Arjo,2/1/18,1
4916,Oromia,East Wellega,Kiremu,2/1/18,0
4917,Oromia,East Wellega,Leqa Dulecha,2/1/18,0
4918,Oromia,East Wellega,Limu,2/1/18,9
4919,Oromia,East Wellega,Nunu Qumba,2/1/18,3
4920,Oromia,East Wellega,Sasiga,2/1/18,2
4921,Oromia,East Wellega,Sibu Sire,2/1/18,0
4922,Oromia,East Wellega,Wama Hagelo,2/1/18,3
4923,Oromia,East Wellega,Wayu Tuqa,2/1/18,2
4924,Oromia,Guji,Adola Hospital,2/1/18,4
4925,Oromia,Guji,Adola Reda,2/1/18,26
4926,Oromia,Guji,Adola Town,2/1/18,4
4927,Oromia,Guji,Aga Wayyu,2/1/18,9
4928,Oromia,Guji,Anna Sora,2/1/18,28
4929,Oromia,Guji,Bore,2/1/18,10
4930,Oromia,Guji,Dima,2/1/18,30
4931,Oromia,Guji,Girja,2/1/18,41
4932,Oromia,Guji,Goro Dola,2/1/18,55
4933,Oromia,Guji,Gumi Eldallo,2/1/18,14
4934,Oromia,Guji,Hambela Wamena,2/1/18,31
4935,Oromia,Guji,Liben,2/1/18,54
4936,Oromia,Guji,Negele Hospital,2/1/18,10
4937,Oromia,Guji,Negele Town,2/1/18,5
4938,Oromia,Guji,Odo Shakiso,2/1/18,19
4939,Oromia,Guji,Saba Boru,2/1/18,11
4940,Oromia,Guji,Shakiso town,2/1/18,8
4941,Oromia,Guji,Uraga,2/1/18,25
4942,Oromia,Guji,Wadara,2/1/18,33
4943,Oromia,Horo Gudru Wellega,Abay Chomen,2/1/18,0
4944,Oromia,Horo Gudru Wellega,Abe Dengoro,2/1/18,8
4945,Oromia,Horo Gudru Wellega,Amuru,2/1/18,0
4946,Oromia,Horo Gudru Wellega,Chomen Guduru,2/1/18,0
4947,Oromia,Horo Gudru Wellega,Gudru,2/1/18,1
4948,Oromia,Horo Gudru Wellega,Hababo Guduru,2/1/18,0
4949,Oromia,Horo Gudru Wellega,Horo,2/1/18,0
4950,Oromia,Horo Gudru Wellega,Horro Buluk,2/1/18,0
4951,Oromia,Horo Gudru Wellega,Jarte Jardga,2/1/18,6
4952,Oromia,Horo Gudru Wellega,Jima Geneti,2/1/18,1
4953,Oromia,Horo Gudru Wellega,Jima Rare,2/1/18,1
4954,Oromia,Horo Gudru Wellega,Shambu Hospital,2/1/18,15
4955,Oromia,Horo Gudru Wellega,Shambu Town,2/1/18,0
4956,Oromia,Ilu Aba Bora,Ale,2/1/18,1
4957,Oromia,Ilu Aba Bora,Algesachi,2/1/18,6
4958,Oromia,Ilu Aba Bora,Becho,2/1/18,0
4959,Oromia,Ilu Aba Bora,Bilonopa,2/1/18,0
4960,Oromia,Ilu Aba Bora,Bure,2/1/18,0
4961,Oromia,Ilu Aba Bora,Darimu,2/1/18,17
4962,Oromia,Ilu Aba Bora,Didu,2/1/18,0
4963,Oromia,Ilu Aba Bora,Doreni,2/1/18,0
4964,Oromia,Ilu Aba Bora,Halu,2/1/18,0
4965,Oromia,Ilu Aba Bora,Hurumu,2/1/18,0
4966,Oromia,Ilu Aba Bora,Metu Rural,2/1/18,0
4967,Oromia,Ilu Aba Bora,Metu Town,2/1/18,4
4968,Oromia,Ilu Aba Bora,Nono Sele,2/1/18,0
4969,Oromia,Ilu Aba Bora,Yayu,2/1/18,0
4970,Oromia,Jimma,Agaro,2/1/18,9
4971,Oromia,Jimma,B/Tolyi,2/1/18,3
4972,Oromia,Jimma,Chora Boter,2/1/18,8
4973,Oromia,Jimma,Dedo,2/1/18,28
4974,Oromia,Jimma,Gera,2/1/18,14
4975,Oromia,Jimma,Gomma,2/1/18,7
4976,Oromia,Jimma,Guma,2/1/18,10
4977,Oromia,Jimma,Kersa,2/1/18,17
4978,Oromia,Jimma,Limu Hospital,2/1/18,2
4979,Oromia,Jimma,Limu Kosa,2/1/18,9
4980,Oromia,Jimma,Limu Seka,2/1/18,11
4981,Oromia,Jimma,Mana,2/1/18,13
4982,Oromia,Jimma,Mancho,2/1/18,20
4983,Oromia,Jimma,Nono Benja,2/1/18,3
4984,Oromia,Jimma,O/Beyam,2/1/18,26
4985,Oromia,Jimma,Omonada,2/1/18,24
4986,Oromia,Jimma,Seka Chekorsa,2/1/18,20
4987,Oromia,Jimma,Sekoru,2/1/18,16
4988,Oromia,Jimma,Setema,2/1/18,34
4989,Oromia,Jimma,Shabe,2/1/18,14
4990,Oromia,Jimma,Sigmo,2/1/18,19
4991,Oromia,Jimma,Tiro Afeta,2/1/18,25
4992,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,2/1/18,0
4993,Oromia,Modjo town,Modjo town,2/1/18,0
4994,Oromia,Nekemte Town,Nekemte Town,2/1/18,7
4995,Oromia,North Shewa,Abichugna,2/1/18,7
4996,Oromia,North Shewa,Aleiltu,2/1/18,0
4997,Oromia,North Shewa,Debre Libanos,2/1/18,5
4998,Oromia,North Shewa,Degem,2/1/18,6
4999,Oromia,North Shewa,Dera,2/1/18,13
5000,Oromia,North Shewa,Dera hospital,2/1/18,1
5001,Oromia,North Shewa,Fiche Hospital,2/1/18,0
5002,Oromia,North Shewa,Fichetown,2/1/18,1
5003,Oromia,North Shewa,Girar Jarso,2/1/18,7
5004,Oromia,North Shewa,Hidabu Abote,2/1/18,2
5005,Oromia,North Shewa,Jido,2/1/18,14
5006,Oromia,North Shewa,Kimbibit,2/1/18,6
5007,Oromia,North Shewa,Kuyu,2/1/18,9
5008,Oromia,North Shewa,Kuyu Hospital,2/1/18,4
5009,Oromia,North Shewa,Were Jarso,2/1/18,20
5010,Oromia,North Shewa,Wuchale,2/1/18,21
5011,Oromia,North Shewa,Yaya Gulele,2/1/18,2
5012,Oromia,Qeleme Wellega,Anfilo,2/1/18,16
5013,Oromia,Qeleme Wellega,Dale Sedi,2/1/18,5
5014,Oromia,Qeleme Wellega,Dale Wabera,2/1/18,0
5015,Oromia,Qeleme Wellega,Dambi Dollo,2/1/18,0
5016,Oromia,Qeleme Wellega,Dambi Dolo Hospital,2/1/18,35
5017,Oromia,Qeleme Wellega,Gawo Qebe,2/1/18,47
5018,Oromia,Qeleme Wellega,Gidami,2/1/18,20
5019,Oromia,Qeleme Wellega,Hawa Gelan,2/1/18,4
5020,Oromia,Qeleme Wellega,Jimma Horo,2/1/18,0
